VENDOR NUMBER,VENDOR NAME 1,VENDOR ADDRESS 1,VENDOR NAME 2,VENDOR ADDRESS 2,VENDOR CITY,VENDOR STATE,VENDOR ZIP,VENDOR COUNTRY,VENDOR CONTACT NAME,VENDOR CONTACT TITLE,VENDOR CONTACT PHONE,VENDOR CONTACT EXTENSION,VENDOR MINORITY CODE
92772,TAYLOR POWER SYSTEMS INC,650 NORTH CHURCH AVE,,,LOUISVILLE,MS,39339,UNITED STATES,KATHY COWARD,,,,
92826,WALZ CERTIFIED MAIL SOLUTIONS LLC,27398 VIA INDUSTRIA,ATTN ACCOUNTING DEPT,,TEMECULA,CA,92590-3699,UNITED STATES,,,,,
92829,MANASSEH GILL KNIPE & BELANGER PLC,8075 JEFFERSON HWY,,,BATON ROUGE,LA,70809,UNITED STATES,,,,,
92876,SHARON MCCALL,11550 NEWCASTLE AVENUE STE 202,DBA RESOURCE & FUND DEVELOPMENT LLC,SHERWOOD TOWERS 2,BATON ROUGE,LA,70816,UNITED STATES,**NAME MATCHED EIN NUMBER**,,,,
92975,THRASHER CONSTRUCTION INC,501 HWY 22 WEST,,,MADISONVILLE,LA,70447,UNITED STATES,ZEB THRASHER,,,,
92978,PRO-PIPE LLC,16250 FLORIDA BLVD,,,HOLDEN,LA,70744,UNITED STATES,DENNIS HUNT,,,,
92991,ASSOCIATED DESIGN GROUP INC,3909 W CONGRESS STREET STE 201,,,LAFAYETTE,LA,70506,UNITED STATES,LARRY BLANCHETTE,CELL,,,
93088,GLORY DEVINE LLC,7942 PRICE AVE,,,BATON ROUGE,LA,70811,UNITED STATES,HORTANCE TERRY,CELL,,,MNW
93089,TIGER ROOFING,8108 PICARDY DR,,,BATON ROUGE,LA,70809,UNITED STATES,CRAIG BROWN,CELL,,,
93183,EUGENE JI,3404 JONES CREEK ROAD,,,BATON ROUGE,LA,70816,UNITED STATES,,,,,
93781,ALAN MCCLINTOCK,1525 BRAZOS TRAIL,D/B/A MOBILE WIRELESS LLC,,PLANO,TX,75075,UNITED STATES,ALAN MCCLINTOCK,,,,
93817,A L S TECHNOLOGIES INC,1103 CENTRAL BLVD,,,BULL SHOALS,AR,72619,UNITED STATES,RYAN CLARK,CELL,,,
94106,RUNNER'S COURIER SERVICES,3412 WOODCREST DR STE B,,,BATON ROUGE,LA,70814,UNITED STATES,CLEVE DUNN JR,CELL,,,MN
94110,TI TRAINING CORP,16050 TABLE MOUNTAIN PKWY,,STE 100,GOLDEN,CO,80403,UNITED STATES,KILA OTTE,CELL,,,NON-M WBE
94113,JAMES GILMORE JR,1440 DEVONSHIRE DR,D/B/A PEAK PERFORMANCE STRATEGIES,,SLIDELL,LA,70461,UNITED STATES,SEE V#107485,,,,
94154,CATHIE ADAMS,6969 GOODE STREET,,,BATON ROUGE,LA,70807,UNITED STATES,,,,,
94177,FLIGHTSUITES,1900 WELD BLVD SUITE 140,D/B/A GIBSON & BARNES,,EL CAJON,CA,92020,UNITED STATES,JEREMY WALTERS,,,205,
94257,GENPRO LLC,1009 HWY 68,,,JACKSON,LA,70748-4302,UNITED STATES,**ADDRESS UPDATE PER CALL TO,,,,
94510,CENTURY GROUP INC,P O BOX 228,,,SULPHUR,LA,70664-0228,UNITED STATES,JERRY MCCOMBS,,,,
94721,PITTSBURG TANK & TOWER,P O BOX 25,MAINTENANCE CO INC,,HENDERSON,KY,42419,UNITED STATES,DON JOHNSTON,,,,
94723,SHILOH MISSINARY BAPTIST CHURCH,185 EDDIE ROBINSON SR DR,FOUNDATION INC,,BATON ROUGE,LA,70802,UNITED STATES,,,,,
94724,HOPE MINISTRIES OF BATON ROUGE,4643 WINBOURNE AVENUE,,,BATON ROUGE,LA,70805,UNITED STATES,JANET SIMMONS,,,,
94747,GIBSON & BARNES,1900 WELD BLVD #140,,,EL CAJON,CA,92020,UNITED STATES,,,,,
94768,WARREN EQUIPMENT LLC,2299 HWY 92 EAST,,,PLANT CITY,FL,33563,UNITED STATES,RUSSELL WARREN,,,,
94772,GEORGE PLATT INC,5637 GOVERNMENT STREET,,,BATON ROUGE,LA,70806,UNITED STATES,**SEE ALSO V#73715/P O'S OPEN,,,,
94849,MULTI SERVICE CORPORATION,8650 COLLEGE BOULEVARD,D/B/A BEST BUY BUSINESS ADV ACCOUNT,,OVERLAND PARK,KS,66210,UNITED STATES,**UPDATED REMIT ADDRESS 3/7/11,,,,
94908,LATECH SECURITY + SURVEILLANCE,10741 COURSEY BLVD,,,BATON ROUGE,LA,70816-4018,UNITED STATES,BOBBY TALBOT,,,,NON-M WBE
94984,TTM CONSTRUCTION COMPANY LLC,1744 OAKDALE DRIVE,,,BATON ROUGE,LA,70810,UNITED STATES,TERENCE HILL,CELL,,,
94992,ALAMO SALES CORP,1502 E WALNUT STREET,,,SEGUIN,TX,78155-5202,UNITED STATES,KIM KOENIG,,,,
94999,CLEAN SWEEP INC,4300 GROOM RD,,,BAKER,LA,70714,UNITED STATES,BRIDGET BURGE,CELL,,,NON-M WBE
95086,MALLARD CROSSINGS LP,1469 SOUTH 4TH STREET,C/O LDG DEVELOPMENT LLC,,LOUISVILLE,KY,40208,UNITED STATES,MICHAEL B GROSS,CELL,,,
95132,BLUE STREAM SERVICES LLC,956 S LEWIS ST THRUWAY APT #10,,,NEW IBERIA,LA,70560,UNITED STATES,**PER LETTER DATED 7/14/14,,,,
95144,NOVA SOLUTIONS INC,421 W INDUSTRIAL AVE,,,EFFINGHAM,IL,62401,UNITED STATES,CINDY FULK,,,242,
95156,GULF SOUTH TECHNOLOGY SOLUTIONS,7668 GOODWOOD BLVD,,,BATON ROUGE,LA,70806,UNITED STATES,JAMES MOAK,MANAGING PARTN,,,
95282,IC LOGIC INC,P O BOX 9334,D/B/A USAT CORPORATION,,CHAPEL HILL,NC,27515,UNITED STATES,BEVERLY MCRAE,DIRECTOR OF SLS,,,
95285,COX RESEARCH & TECHNOLOGY INC,14697 S HARRELLS FERRY RD,,,BATON ROUGE,LA,70816,UNITED STATES,IVY LEWIS,NAT SALES MGR,,,
95349,JK CHILDREN SUPPLY INC,22072 SW 93 PL,,,MIAMI,FL,33190,UNITED STATES,HORACIO ALVAREZ,CELL,,,
95377,DRC EMERGENCY SERVICES LLC,6258 MARSHALL FOCH STREET,,,NEW ORLEANS,LA,70124,UNITED STATES,KRISTY FUENTES,CELL,,,
95379,VACUUM TRUCK SALES & SERVICE LLC,305 WALKER CIRCLE,,,RICHLAND,MS,39218-8411,UNITED STATES,JIM SCHWEITZER,SALES MANAGER,,,
95400,ZACHARY MITIGATION AREA LLC,2040 STEELE BLVD,,,BATON ROUGE,LA,70808,UNITED STATES,A BANK OF ECOSYSTEM RENEWAL LL,C,,,
95423,CENTURYLINK COMMUNICATIONS LLC,100 CENTURYLINK DR,,,MONROE,LA,71203,UNITED STATES,**ADDED CORP OFFICE ADDRESS,,,,
95488,MCKNIGHT LANDSCAPE ARCHITECTS,668 S FOSTER DRIVE,,,BATON ROUGE,LA,70818,UNITED STATES,RYAN MCKNIGHT,CELL,,,
95533,BURK-KLEINPETER INC/JORDAN JONES,908 N AIRLINE HWY STE 200,AND GOULDING A JOINT VENTURE,,GONZALES,LA,70737,UNITED STATES,JAMES W ARMBRUSTER,CELL,,,
95534,TIMOTHY SPINOSA,12637 OLD JEFFERSON HWY,D/B/A X-TREMETALENT.COM,,BATON ROUGE,LA,70816,UNITED STATES,**UPDATED ADDRESS & RE-SENT,,,,
95662,FREGONESE ASSOCIATES INC,1525 SW PARK AVE #200,,,PORTLAND,OR,97201,UNITED STATES,GLEN BOLIN,CELL,,,
95734,THE HAND UP PROGRAM,1689 WOODDALE BLVD,,,BATON ROUGE,LA,70806,UNITED STATES,BARBARA ROGERS,PRES/PASTER,,,
95880,THE BEST LITTLE POBOY HOUSE,170 6TH STREET,,,PORT ALLEN,LA,70767,UNITED STATES,MICHAEL,,,,
95884,DIGITAL JEWELRY CO,213 ALDBURY RD,,,COLUMBIA,SC,29212,UNITED STATES,BILLY COLUCCI,CELL,,,
95906,CELLEBRITE INC,7 CAMPUS DRIVE STE 210,,,PARSIPPANY,NJ,7054,UNITED STATES,JASON ROGERS,VP OF SALES,,,
96133,SURVEYS UNLIMITED RESEARCH,P O BOX 14414,ASSOCIATES INC,,BATON ROUGE,LA,70898-4414,UNITED STATES,MALCOLM SHUMAN,PRESIDENT,,,
96138,LOGOS IMAGING LLC,6835 SHERMAN ST,,,LOVELAND,CO,80538,UNITED STATES,SHAWN MUNN,CELL,,,
96219,COMTREX COMMUNICATIONS LTD,714 GERRARD STREET EAST,,,TORONTO  M4M1 Y3,ON,,CANADA,,,,,
96356,CYPRESS GRAPHICS,37276 COMMERCE LANE STE A,,,PRAIRIEVILLE,LA,70769,UNITED STATES,JERRY MOREAU,,,,
96373,QUADRANTS INC,3390 NICHOLSON DRIVE SUITE C-104,,,BATON ROUGE,LA,70802,UNITED STATES,WILLIAM CLARK,,,,
96375,KORT'S CONSTRUCTION SERVICES INC,2182 MANTON DR,,,COVINGTON,LA,70433,UNITED STATES,KORT WITTICH,CELL,,,
96376,GM BUILDERS INC,11860 BOYLAN AVE,,,BATON ROUGE,LA,70809,UNITED STATES,MILTON MOREL,CELL,,,
96477,HOWARD INDUSTRIES,7510 NORTH EISWORTH AVE,A TO Z MUNI-DOT COMPANY,,BATON ROUGE,LA,70818,UNITED STATES,CHARLES COWART,SALES SPEC,,,
96589,JONES-HASTINGS COMPANY INC,P O BOX 766,,,ZACHARY,LA,70791,UNITED STATES,JAMIE JONES,CELL,,,
96656,BEST BUY STORES LP,7601 PENN AVE SOUTH,,,RICHFIELD,MN,55423,UNITED STATES,ERIC BAITZ,,,,
96749,EAST BATON ROUGE REDEVELOPMENT,801 NORTH BLVD SUITE 200,AUTHORITY,,BATON ROUGE,LA,70802,UNITED STATES,,,,,
96753,D HONORE CONSTRUCTION INC,383 HIGHLANDIA DRIVE,,,BATON ROUGE,LA,70810,UNITED STATES,DWAYNE HONORE,,,,
96852,MAYA CONSTRUCTION GROUP INC,6328 RIVERBROOK DR,,,BATON ROUGE,LA,70820,UNITED STATES,VEE COMBS,CELL,,,
96993,ORLEAN WILKINSON,2309 BALIS DR,,,BATON ROUGE,LA,70808,UNITED STATES,,,,,MNW
97041,EXHIBITS ETC INCORPORATED,325 NE 2ND AVE SUITE 102,SD MODULAR DISPLAYS,,DLERAY BEACH,FL,33444,UNITED STATES,,,,,
97063,OAKWOOD TERRACE SUBDIVISION,6238 CEDAR POINTE BLVD (OFFICE),,,BATON ROUGE,LA,70812,UNITED STATES,**WAS OPEN FOR PO 100112/,,,,NON-M WBE
97098,PEMBA INC,104 P STREET,,,BELLE CHASSE,LA,70037,UNITED STATES,PATRICIA SMITH,CELL,,,MNW
97296,MURPHY ENERGY RESOURCES LLC,14306 THORN BRIAR DR,,,BATON ROUGE,LA,70817,UNITED STATES,DAVID MURPHY,CELL,,,
97297,STERLING AUTOMOTIVE GROUP,5504 I-49 SERVICE RD,DBA STERLING CHRYSLER-DODGE-JEEP-RAM,,OPELOUSAS,LA,70570,UNITED STATES,MERVIN STANCIL,CELL,,,
97357,SCOTT MACON EQUIPMENT LOUISIANA INC,6821 PECUE LANE,,,BATON ROUGE,LA,70817,UNITED STATES,CURTIS DAY,,,,
97374,CLESI BURNS LLC,201 ST CHARLES AVE SUITE 2401,,,NEW ORLEANS,LA,70170,UNITED STATES,BRET A CLESI,CELL,,,
97533,RECLAMATION AND RESTORATION,8647 GLENFIELD DRIVE,MINISTRIES INCORPORATED,,BATON ROUGE,LA,70809,UNITED STATES,REV ANTHONY KELLEY,CELL,,,MN
97564,PLANTE & MORAN PLLC,27400 NORTHWESTERN HWY STE 120,,,SOUTHFIELD,MI,48076,UNITED STATES,ADAM RUJAN,,,,
97567,WEST INTERACTIVE SERVICES CORP,11808 MIRACLE HILLS DR,TWENTY FIRST CENTURY COMMUNICATIONS,,OMAHA,NE,68154,UNITED STATES,KIM LEMMON (KLEMMON@WEST.COM),,,,
97628,RYAN DIAGNOSTICS INC,710 EAST OGDEN AVENUE SUITE 120,,,NAPERVILLE,IL,60563,UNITED STATES,JOHN WELLMUTH,CELL,,,
97629,SUPERIOR BROCAGE HOME CONTRACTORS,3284 KINGS CANYON,,,BATON ROUGE,LA,70814,UNITED STATES,JERQUAN BROWN,CELL,,,MN
97634,PORTABLE COMPUTER SYSTEMS,1200 W MISSISSIPPI AVE,D/B/A PCS MOBILE,,DENVER,CO,80223,UNITED STATES,BRIAN ELLIOT,,,,
97821,MANCHAC CONSULTING GROUP INC,10542 S GLENSTONE PLACE,,,BATON ROUGE,LA,70810,UNITED STATES,KENNY FERACHI,PRESIDENT,,,
97860,RODDRICK BOLAR,1326 COOK ST,D/B/A REVEALING IMAGES,,GRETNA,LA,70053-2407,UNITED STATES,RODDRICK BOLAR,CELL,,,MN
97863,TODD L STERLING,4845 JAMESTOWN AVE STE 213,D/B/A ALPHA MEDIA & PUBLIC RELATIONS,,BATON ROUGE,LA,70808,UNITED STATES,TODD STERLING,CELL,,,BLK AMER
97866,MATHEWS BUILDERS INC,36100 KLEINPETER DR,,,PRAIRIEVILLE,LA,70769,UNITED STATES,MARK MATHEWS,PRESIDENT,,,
97867,AUGUSTINO BROTHERS INC,4532 W NAPOLEON AVE STE 104,,,METAIRIE,LA,70001,UNITED STATES,CHRISTOPHER PERDOMO,CELL,,,MN
97917,MILITARY EDUCATION & TRAINING,P O BOX 641,ENHANCEMENT FUND INC,,ARABI,LA,70032,UNITED STATES,PERRY WHITNEY,CELL,,,
97965,PEACOCK COMMUNICATIONS LLC,521 AMERICA STREET,ATTN ELLIE HEBERT & BRENDA MOATES,,BATON ROUGE,LA,70802,UNITED STATES,ELLIE HEBERT,CELL,,,
98016,GILCHRIST CONSTRUCTION COMPANY LLC,5709 NEW YORK AVE,,,ALEXANDRIA,LA,71302,UNITED STATES,DAVID R GILCHRIST,,,,
98072,SAS R & D SERVICE INC,2371 SW 195 AVE,,,MIRAMAR,FL,33029,UNITED STATES,TED SAS,,,,
98121,R V GILDERSLEEVE COMPANY INC,1173 NORTH DONMOOR AVENUE,,,BATON ROUGE,LA,70896,UNITED STATES,,,,,
98134,EMERGENT LLC,8219 LEESBURG PIKE SUITE 300,,,VIENNNA,VA,22182,UNITED STATES,PAUL KOHLER,,,,
98286,BARBARA VARMALL,3612 EATON STREET,,,BATON ROUGE,LA,70805,UNITED STATES,,,,,
98433,HD SUPPLY WATERWORKS LTD,11323 CLOVERLAND AVE,,,BATON ROUGE,LA,70809,UNITED STATES,AMY DALRYMPLE,,,234,
98466,PETER R POCORELLO CONSTRUCTION INC,16464 STONEY POINT BIRCH RD,,,PRIDE,LA,70770,UNITED STATES,,,,,
98519,JOEL PICOU,15341 SUMMERWOOD AVE,PICOU APPRAISALS LLC,,BATON ROUGE,LA,70817,UNITED STATES,**PER INVOICE AND CALL TO VEN,,,,
98552,GEO-JOBE GIS CONSULTING,P O BOX 5004,,,LEBANON,TN,37088-5004,UNITED STATES,NEIL JOBE,V P,,,
98579,ANN WILLIAMS,33165 HWY 75,,,PLAQUEMINE,LA,70764,UNITED STATES,,,,,NON-M WBE
98580,MICHAEL TONY,5245 LINDEN ST,,,BATON ROUGE,LA,70805,UNITED STATES,,,,,MN
98631,COURSEY URGENT CARE LLC,13702 COURSEY BLVD BLDG 10,,,BATON ROUGE,LA,70817,UNITED STATES,LIZ,OFFICE MGR,,,
98632,5131 GOVERNMENT LLC,11890 BOYLAN AVE,,,BATON ROUGE,LA,70809,UNITED STATES,CHRIS RINAUDO,CELL,,,
98638,TERRACON CONSULTANTS INC,2822-B ONEAL LANE,,,BATON ROUGE,LA,70816,UNITED STATES,LISA SMITH,CLIENT DEVELOP,,,
98657,NATIONAL FILTER MEDIA,12 WINADA DRIVE,D/B/A FILTER BELTS,,WINTHROP,ME,4364,UNITED STATES,RICK GALLO,,,,
98670,LYTX INC,9785 TOWN CENTRE DR,,,SAN DIEGO,CA,92121,UNITED STATES,KRIS HANSON,,,,
98717,JEREMY SWAN,6702 BAYOU SARA WAY,,,ST FRANCISVILLE,LA,70775-6685,UNITED STATES,,,,,
98742,IVORY KEVIN WILSON,9747 RUSS RD,,,BATON ROUGE,LA,70814,UNITED STATES,IVORY WILSON,CELL,,,MN
98764,LEADING EDGE ASSOCIATES LLC,675 S HAYWOOD STREET,,,WAYNESVILLE,NC,28786-1934,UNITED STATES,BILL REYNOLDS,CELL,,,
98806,CVR,101B HADDONFIELD BERLIN RD,,,CHERRY HILL,NJ,8034,UNITED STATES,STEVE YUHAS,CELL,,,
98866,ELDRIDGE A PATRICK,5388 RICKOVER DR,,,BATON ROUGE,LA,70811,UNITED STATES,,,,,
98924,HOUSING LOUISIANA NOW LLC,534 OAKLAWN SERVICES,D/B/A HLN ENERGY SERVICES,,METAIRIE,LA,70005,UNITED STATES,,,,,
99008,PRINTER CONNECTION INC,1712 LACY DRIVE,,,FT WORTH,TX,76177,UNITED STATES,MIKE WALKER,CELL,,,
99067,STUDENT MOVERS INC,6032 FIELDSTONE #C,,,BATON ROUGE,LA,70809,UNITED STATES,,,,,
99130,JAVA PRODUCTIONS LLC,20026 BUR OAK DR,,,ZACHARY,LA,70791,UNITED STATES,RICCO JONES,,,,
99186,LAYER 3 COMMUNICATIONS,1555 OAKBROOK DR STE 100,,,NORCROSS,GA,30093-2255,UNITED STATES,CRAIG WALL(CWALL@LAYER3COM.COM,),,,
99189,XS SIGHT SYSTEMS INC,2401 LUDELLE ST,,,FORT WORTH,TX,76105,UNITED STATES,JUSTIN SPRINGER  (JSPRINGER@XS,SIGHTS.COM),,,
99195,HAPPY SOFTWARE INC,11 FEDERAL STREET,,,SARATOGA SPRINGS,NY,2866,UNITED STATES,,,,,
99204,EDR CONSTRUCTION LLC,9441 COMMON ST,,,BATON ROUGE,LA,70809,UNITED STATES,EDWARD JACKSON,CELL,,,MN
99235,KARIN B RITTVO,37300 WHITE RD,,,PRAIRIEVILLE,LA,70769,UNITED STATES,,,,,NON-M WBE
99238,URBAN RESTORATION ENHANCEMENT CORP/,7732 GOODWOOD BLVD STE 204,UREC,,BATON ROUGE,LA,70806,UNITED STATES,CARL DILLON JR,DIR OF OPERAT,,208,
99242,JESSE D LAMBERT,10317 TAYLOR SHEETS JUNIOR RD,D/B/A JESSE D LAMBERT PSY D LLC,,ST AMANT,LA,70747,UNITED STATES,,,,,
99251,CARMEN JONES,PO BOX 5029,,,BATON ROUGE,LA,70821-5029,UNITED STATES,CARMENBR@COX.NET,,,,NON-M WBE
99252,LACY BAAHETH LLC,11833 MARKET PLACE AVE,D/B/A LACY BAAHETH & ASSOCIATES,,BATON ROUGE,LA,70816-6014,UNITED STATES,LACY@SELLSWITHLACY.COM,,,,BLK AM WBE
99253,ALLIED REMEDIATION & RESTORATION,6328 QUINN DR,,,BATON ROUGE,LA,70817-4529,UNITED STATES,EDDIEALLIEDREMEDIATION@YAHOO.C,OM,,,
99254,AGNES CHAMBERS REALTY,1022 BRUTUS DR,,,BATON ROUGE,LA,70816-1901,UNITED STATES,AGNESBCHAMBERS@COX.NET,,,,BLK AM WBE
99255,RUBA THOMAS REALTOR INC,1200 S ACADIAN TWY STE 112,,,BATON ROUGE,LA,70806,UNITED STATES,RUBATHOMASREALTORS@YAHOO.COM,,,,BLK AM WBE
99259,MOCK CONSTRUCTION SERVICES INC,829 N CUMBERLAND ST,,,METAIRIE,LA,70003,UNITED STATES,KENNETH MOCK,CELL,,,
99260,EDWARD C GAINES,5603 TRENTON AVE,,,BATON ROUGE,LA,70808,UNITED STATES,,,,,MN
99303,SYLVESTER J SPEARS,428 DANTIN STREET,,,RACELAND,LA,70394,UNITED STATES,,,,,
99426,LESLIE ROSE,1777 BOULEVARD DE PROVINCE APT B,,,BATON ROUGE,LA,70816,UNITED STATES,,,,,MNW
99452,TAGALUCCI GROUP LLC,1556 ROGERS AVE SW,,,ATLANTA,GA,30310-2306,UNITED STATES,VMCCOY@TAGALUCCIGROUP.COM,VANCE MCCOY CL#,,,AMER IND
99467,PLUS ONE LLC,2241 CHRISTIAN ST,,,BATON ROUGE,LA,70808-2109,UNITED STATES,FRITZ EMBAUGH   FRITZ@PLUS1DC.,COM,,,
99469,W P ENTERPRISE LLC,4210 N MORVANT PL,,,BAKER,LA,70714,UNITED STATES,WILLIE PRATER (WILLIEPRATER11@,YAHOO.COM),,,BLK AMER
99470,EFFIE W CARTER,5544 MOSS SIDE LANE,,,BATON ROUGE,LA,70808-4213,UNITED STATES,EFFIE (ECARTER211@AOL.COM),,,,NON-M WBE
99567,FLUID PROCESS & PUMPS LLC,405 COMMERCE PT,,,HARAHAN,LA,70123,UNITED STATES,CARL DEROCHE JR,PRESIDENT,,,
99633,SHAW ENVIRONMENTAL & INFRASTRUCTURE,4171 ESSEN LANE,INC,,BATON ROUGE,LA,70809,UNITED STATES,accounting@shawgrp.com,,,,
99664,THOMPSON BUILDING ENERGY SOLUTIONS,P O BOX 87310,LLC,,BATON ROUGE,LA,70879,UNITED STATES,JOHN P THOMPSON,CELL,,,
99675,BARBARA ANNE EATON,7575 JEFFERSON HWY NUMBER 122,D/B/A THE WILMOT GROUP,,BATON ROUGE,LA,70806,UNITED STATES,BARBARA ANN EATON,CELL,,,
99717,CROWN ARCHITECTURAL METAL CO LLC,5 EAST 3RD STREET,,,KENNER,LA,70062,UNITED STATES,TODD LANDRY,CELL,,,BLK AMER
99773,FAULK & MEEK GENERAL CONTRACTORS,P O BOX 5123,LLC,,BATON ROUGE,LA,70821,UNITED STATES,DAVID FAULK,,,,
99781,LIFE FITNESS,5100 N RIVER ROAD,A DIVISION OF BRUNSWICK CORPORATION,,SCHELLER PARK,IL,60176,UNITED STATES,KERI CASTORO,CREDIT MGR,,,
99808,C ANDERSON REALTY INC,11343 FLAMINGO DR,,,BATON ROUGE,LA,70814,UNITED STATES,,,,,BLK AMER
99838,BELLE OF BATON ROUGE HOTEL,103 FRANCE ST,,,BATON ROUGE,LA,70802,UNITED STATES,,,,,
99868,TJM PROMOTIONS INC,511 NW 48TH TERRACE,,,OCALA,FL,34482,UNITED STATES,,,,,
99906,JAMES RICHARD MURRAY,7116 LASALLE AVE,TCS CONSULTANTS,,BATON ROUGE,LA,70806,UNITED STATES,JAMES MURRAY,OWNER,,,
100005,ROBERT LEGRANDE II,7579 VENTURE DRIVE,LEGRANDE TECHNICAL & SOCIAL SERV LLC,,ALEXANDRIA,VA,22315,UNITED STATES,,,,,
100009,SHOTSPOTTER INC,1060 TERRA BELLA AVE,,,MOUNTAIN VIEW,CA,94043,UNITED STATES,SONYA STRICKLER,VP FINANCE,,,
100010,TRAFFICWARE LLC,522 GILLINGHAM,,,SUGAR LAND,TX,77478,UNITED STATES,EVELYN BEYER,,,,
100040,SUNSHINE LAWN SERVICE LLC,717 DAWES DR,,,DENHAM SPRINGS,LA,70726,UNITED STATES,JESSICA LARIMORE,CELL,,,
100218,CHERYL G BRUMFIELD,8066 BRANDON DRIVE,,,BATON ROUGE,LA,70809,UNITED STATES,C BRUMFIELD,CELL,,,
100219,YVETTE R STEVENS,36349 CYPRESS GLEN AVE,,,PRAIRIEVILLE,LA,70769,UNITED STATES,YVETTE STEVENS,CELL,,,
100220,MIA S KLEINPETER,38207 SUMMERWOOD AVE,,,PRAIRIEVILLE,LA,70769,UNITED STATES,MIA KLEINPETER,CELL,,,
100235,CRAWFORD ELECTRIC SUPPLY CO INC,8536 S CHOCTAW DR,,,BATON ROUGE,LA,70815-8023,UNITED STATES,MICHAEL RINGE,BRANCH MANAGER,,,
100336,H & O INVESTMENTS LLC,17425 OPPORTUNITY AVENUE,,,BATON ROUGE,LA,70817,UNITED STATES,DAVID C MAHLER JR,CELL,,,
100355,LA WASTE AND CONSULTING LLC,2136 DALLAS DR,D/B/A LOUISIANA WASTE SYSTEMS,,BATON ROUGE,LA,70806,UNITED STATES,MICHAEL COOKS SR,CELL,,,BLK AMER
100356,PRECISION LANDSCAPE LLC,P O BOX 328,,,PRAIRIEVILLE,LA,70769,UNITED STATES,JAKE DUNCAN,CELL,,,
100387,CITY HALL FELLOWS INC,286 N MADISON AVE UNIT 110,,,PASADENA,CA,91101,UNITED STATES,,,,,
100420,DEZINS INTERACTIVE,P O BOX 84407,,,BATON ROUGE,LA,70884,UNITED STATES,ORHAN MCMILLAN,OWNER,,,
100441,GREENBRIAR DIGGING SERVICE LIMITED,1941 HWT 550 NW,PARTNERSHIP,,BROOKHAVEN,MS,39601,UNITED STATES,JONI CULPEPPER,,,,
100466,EDUARDO J JENKINS LANDSCAPE,1119 NORTH BLVD,ARCHITECT AND PLANNER LLC,,BATON ROUGE,LA,70802,UNITED STATES,EDUARDO JENKINS,CELL,,,
100479,EXPERT MOVING COMPANY INC,7221 AIRLINE HWY,,,BATON ROUGE,LA,70805,UNITED STATES,SHARALEAN TEMPLE,,,,BLK AMER
100514,TIGER SHREDDING LLC,6307 QUINN DR,,,BATON ROUGE,LA,70817,UNITED STATES,JOSH GOODSON,,,,
100681,GOVCONNECTION INC,732 MILFORD ROAD,CONNECTION PUBLIC SECTOR SOLUTIONS,,MERRIMACK,NH,3054,UNITED STATES,BRANDI BOHNER-GOSSELIN,,,,
100692,AMBROGIO CONSULTING SERVICES,P O BOX 610164,,,DALLAS,TX,75261-0164,UNITED STATES,SYLVIA AMBROGIO,PRESIDENT,,,NON-M WBE
100717,JAMES M VOELKER,6888 FOX POINT DRIVE,D/B/A PCDICTATE.COM,,PEORIA,IL,61614,UNITED STATES,KELLY,CELL,,,NON-M WBE
100748,GARLAND MANUFACTURING COMPANY,55 INDUSTRIAL PARK ROAD,,,SALO,ME,4072,UNITED STATES,JAMES GARLAND,,,,NON-M WBE
100776,JIM TAYLOR FORD LINCOLN MERCURY,11005 N SERVICE RD E,,,RUSTON,LA,71270,UNITED STATES,JEFF BLACKSTOCK,,,,
100798,RELIABLE RV SERVICE AND REPAIR,15600 FLORIDA BLVD #A,,,BATON ROUGE,LA,70819,UNITED STATES,CHARLES PAETZ,CELL,,,
100821,HAYNES LAWN SERVICE LLC,12989 CASTLE HILL DR,A/K/A HAYNES LAWN SERVICE,,BATON ROUGE,LA,70814,UNITED STATES,CEDRIC HAYNES,CELL,,,BLK AMER
100846,ROGER CAMILLE MOORE,9515 BANWAY DR,,,GREENWELL SPRINGS,LA,70739,UNITED STATES,ROGER MOORE,CELL,,,
101003,MICROGENICS CORP,46500 KATO RD,,,FREMONT,CA,94538-7310,UNITED STATES,JOHN DEMUTH,CELL,,,
101085,AWS CONVERGENCE TECHNOLOGIES,12410 MILESTONE CENTER DR,D/B/A WEATHERBUG,,GERMANTOWN,MD,20876,UNITED STATES,STUART HERSHON,GOV SALES,,,
101112,USAT CORPORATION,P O BOX 9334,,,CHAPEL HILL,NC,27515-9334,UNITED STATES,,,,,
101114,THE GREY KNIGHT GROUP N A,5635 MAIN STREET STE A (B-187),,,ZACHARY,LA,70791,UNITED STATES,,,,,
101117,RAEGAN CARTER JONES,4048 LITTLE FARMS DRIVE,,,ZACHARY,LA,70791,UNITED STATES,RAEGAN CARTER JONES,EVALUATOR,,,
101118,LISA BROADNAX-JACKSON,25550 JESSEL DR,,,PLAQUEMINE,LA,70764,UNITED STATES,LISA BROADNAX-JACKSON,SUBS AB COUNCIL,,,
101176,M AND J COMPANY LLC,13535 PEAIRS RD,LEARNING ACADEMY,,ZACHARY,LA,70791,UNITED STATES,MIKE JARREAU,,,,MN
101177,BRIGHT BEGINNINGS PRE-SCHOOL &,2783 PLANK RD,LEARNING ACADEMY,,BATON ROUGE,LA,70805,UNITED STATES,MS GRAVES,,,,
101190,SIMULATION TECHNOLOGY LLC,747 HERRA ST,,,ELBURN,IL,60119,UNITED STATES,TODD WILLIAMS,CELL,,,
